Year,FED Id,FED Name,Winning Pid,Population,Total Ballots,Valid Ballots,LIB,CPC,NDP,BQ,GRN,OTH
2004,24057,Rivière-des-Mille-Îles,BQ ,92929,46734,45602,11025,3064,1559,27993,1961,0
2004,24058,Rivière-du-Loup--Montmagny,BQ ,97126,45206,44329,13124,4040,876,25327,962,0
2004,24059,Rivière-du-Nord,BQ ,90419,45053,44026,9509,2435,1290,29204,1129,459
2004,24060,Roberval,BQ ,81373,35454,34767,8064,3011,1777,20655,1260,0
2004,24061,Rosemont--La Petite-Patrie,BQ ,103458,51370,50523,11572,1561,3876,31224,2145,145
2004,24062,Saint-Bruno--Saint-Hubert,BQ ,99755,51994,50894,15457,3189,2253,28050,1349,596
2004,24063,Saint-Hyacinthe--Bagot,BQ ,94084,48952,47739,10558,5240,1204,29789,948,0
2004,24064,Saint-Jean,BQ ,95096,50406,49055,12729,3856,1687,29485,1298,0
2004,24065,Saint-Lambert,BQ ,92946,45957,45096,16654,2739,2130,22024,1404,145
2004,24066,Saint-Laurent--Cartierville,LIB,100747,42464,42064,28107,2606,2630,7261,875,585
2004,24067,Saint-Léonard--Saint-Michel,LIB,102302,41362,40507,25884,2138,2422,8852,944,267
2004,24068,Saint-Maurice--Champlain,BQ ,97893,48245,46873,14320,4129,1104,25918,855,547
2004,24069,Shefford,BQ ,94939,48556,47142,18725,3732,1146,21968,1571,0
2004,24070,Sherbrooke,BQ ,97882,50723,49919,15482,2142,1463,29323,1509,0
2004,24071,Terrebonne--Blainville,BQ ,92086,47175,45923,9048,2582,1451,31288,1554,0
2004,24072,Trois-Rivières,BQ ,92206,47825,46435,12703,4381,1635,26240,1476,0
2004,24073,Vaudreuil-Soulanges,BQ ,102100,56694,55709,21613,4558,2175,24675,2103,585
2004,24074,Verchères--Les Patriotes,BQ ,89209,50214,49294,9958,2750,1815,33333,975,463
2004,24075,Westmount--Ville-Marie,LIB,97226,40253,39999,22337,4027,4795,5922,2419,499
2004,35001,Ajax--Pickering,LIB,100248,43791,43609,21706,14666,5286,0,1951,0
2004,35002,Algoma--Manitoulin--Kapuskasing,LIB,82340,35120,34869,14276,8093,11051,0,1449,0
2004,35003,Ancaster--Dundas--Flamborough--Westdale,LIB,106245,55515,55263,21935,19135,11557,0,2636,0
2004,35004,Barrie,LIB,103710,49995,49771,21233,19938,5312,0,3288,0
2004,35005,Beaches--East York,LIB,108913,47137,46933,22494,6603,15156,0,2127,553
2004,35006,Bramalea--Gore--Malton,LIB,119886,41487,41170,20394,12594,6113,0,1832,237
2004,35007,Brampton--Springdale,LIB,116775,40912,40618,19385,11182,8038,0,1927,86
2004,35008,Brampton West,LIB,113638,47255,46916,21254,18768,4920,0,1603,371
2004,35009,Brant,LIB,118580,54057,53754,20455,17792,11826,0,2738,943
2004,35010,Burlington,LIB,117348,61244,60991,27423,23389,6581,0,3169,429
2004,35011,Cambridge,CPC,119141,51837,51563,18899,19123,10392,0,2506,643
2004,35012,Carleton--Lanark,CPC,111149,65494,65272,22185,32664,6758,0,3665,0
2004,35013,Chatham-Kent--Essex,LIB,106144,44292,43996,17435,17028,7538,0,1845,150
2004,35014,Clarington--Scugog--Uxbridge,CPC,107435,51333,51082,19548,20813,7721,0,2085,915
2004,35015,Davenport,LIB,111705,33368,33090,16773,3077,11292,0,1384,564
2004,35016,Don Valley East,LIB,111177,40247,40029,21864,11206,5287,0,1172,500
2004,35017,Don Valley West,LIB,115539,51387,51206,30615,14495,4393,0,1703,0
2004,35018,Dufferin--Caledon,CPC,101608,45193,45015,17557,19270,3798,0,3947,443
2004,35019,Eglinton--Lawrence,LIB,106879,47361,47077,28360,11792,4886,0,1924,115
2004,35020,Elgin--Middlesex--London,CPC,104564,46591,46381,15860,20333,6763,0,2033,1392
2004,35021,Essex,CPC,114330,51570,51286,17926,18755,12519,0,1981,105
2004,35022,Etobicoke Centre,LIB,111792,52481,52232,30441,14829,5174,0,1676,112
2004,35023,Etobicoke--Lakeshore,LIB,113914,49857,49577,24909,15159,7179,0,2201,129
2004,35024,Etobicoke North,LIB,112411,30904,30718,19450,5737,3761,0,605,1165
2004,35025,Glengarry--Prescott--Russell,LIB,97660,50508,49986,23921,18729,4238,0,2634,464
2004,35026,Grey--Bruce--Owen Sound,CPC,102487,50021,49809,17824,22411,6516,0,2076,982
2004,35027,Guelph,LIB,106170,52850,52547,23442,13721,10527,0,3866,991
2004,35028,Haldimand--Norfolk,CPC,104575,50038,49780,19336,20981,7143,0,1703,617
2004,35029,Haliburton--Kawartha Lakes--Brock,CPC,111343,56111,55912,19294,24731,8427,0,2637,823
2004,35030,Halton,LIB,100055,56798,56597,27362,21704,4642,0,2889,0
2004,35031,Hamilton Centre,NDP,118186,44689,44361,14948,6714,20321,0,1422,956
2004,35032,Hamilton East--Stoney Creek,LIB,115709,49082,48800,18417,10888,17490,0,1446,559
2004,35033,Hamilton Mountain,LIB,119830,53653,53282,18548,15590,17552,0,1378,214
2004,35034,Huron--Bruce,LIB,104063,51457,51289,25538,15930,6707,0,1518,1596
2004,35035,Kenora,LIB,60572,23762,23636,8563,6598,7577,0,898,0
2004,35036,Kingston and the Islands,LIB,115833,54601,54426,28544,12582,8964,0,3339,997
2004,35037,Kitchener Centre,LIB,108840,45356,45120,21264,12412,8717,0,2450,277
2004,35038,Kitchener--Conestoga,LIB,96708,42336,42138,17819,14903,6623,0,2793,0
2004,35039,Kitchener--Waterloo,LIB,113826,58439,58217,28015,17155,9267,0,3277,503
2004,35040,Lanark--Frontenac--Lennox and Addington,CPC,113082,56729,56526,17507,27566,7418,0,2736,1299
2004,35041,Leeds--Grenville,CPC,96606,51716,51525,16967,26002,5834,0,2722,0
2004,35042,London--Fanshawe,LIB,107341,41416,41138,15664,10811,12511,0,1634,518
2004,35043,London North Centre,LIB,107672,50084,49846,21472,13677,12034,0,2376,287
2004,35044,London West,LIB,110988,55415,55107,25061,17335,9522,0,2611,578
2004,35045,Markham--Unionville,LIB,112093,46147,45908,30442,10325,3993,0,1148,0
2004,35046,Middlesex--Kent--Lambton,LIB,105291,49210,48965,19452,19288,7376,0,1834,1015
2004,35047,Mississauga--Brampton South,LIB,113826,43628,43307,24753,10433,6411,0,1525,185
2004,35048,Mississauga East--Cooksville,LIB,122566,39787,39566,22435,10299,4619,0,1167,1046
2004,35049,Mississauga--Erindale,LIB,120354,52219,51950,28246,16600,5104,0,1855,145
2004,35050,Mississauga South,LIB,113003,47848,47665,24628,16027,5004,0,1899,107
2004,35051,Mississauga--Streetsville,LIB,118305,45289,45029,22768,14287,4266,0,2415,1293
2004,35052,Nepean--Carleton,CPC,109291,66848,66623,26684,30420,6072,0,2886,561
2004,35053,Newmarket--Aurora,CPC,105955,51704,51435,21129,21818,5111,0,2298,1079
2004,35054,Niagara Falls,CPC,120797,51756,51378,18745,19882,10680,0,2071,0
2004,35055,Niagara West--Glanbrook,CPC,99747,52084,51812,20210,20874,7681,0,1761,1286
2004,35056,Nickel Belt,LIB,89859,40729,40525,17188,7628,13980,0,1031,698
2004,35057,Nipissing--Timiskaming,LIB,89416,43364,43142,18254,16001,7354,0,1329,204
2004,35058,Northumberland--Quinte West,LIB,118906,57960,57688,22989,22676,9007,0,3016,0
2004,35059,Oak Ridges--Markham,LIB,111276,62145,61790,31964,20712,5430,0,2406,1278
2004,35060,Oakville,LIB,109642,55451,55236,28729,19524,4027,0,2861,95
2004,35061,Oshawa,CPC,113662,47905,47618,14510,15815,15352,0,1850,91
2004,35062,Ottawa Centre,NDP,114032,62954,62684,19478,11933,25734,0,4730,809
2004,35063,Ottawa--Orléans,LIB,103435,58896,58642,26383,23655,5905,0,2699,0
