Year,RO Year,FED Id,FED Name,population age 0-4,population age 5-9,population age 10-14 years,population age 15-17,population age 18-19,population age 20-24,population age 25-29,population age 30-34,population age 35-39,population age 40-44,population age 45-49,population age 50-54,population age 55-59,population age 60-64,population age 70-74,population age 75-79,population age 80-84,population age 85+,couple families with 1 child,couple families with 2 children,couple families with 3 or more children,average num of persons per family,private households by household size 1 person,private households by household size 2 persons,private households by household size 3 persons,mother tongue single responses english,mother tongue single responses french,mother tongue multiple responses english and french,knowledge of official languages english only,knowledge of official languages french only,knowledge of official languages english and french,knowledge of official languages neither english nor french,first official language spoken english,first official language spoken french,first official language spoken english and french,first official language spoken neither english nor french,first official language spoken official language minority num,home language spoken single responses english,home language spoken single responses french,population 1 year and over by mobility status 1 year ago movers,populati...over by mobility status 1 year ago migrants 250516AB,populati...obility status 1 year ago internal migrants E5731743,populati... status 1 year ago intraprovincial migrants 9412EDCF,populati...obility status 1 year ago external migrants C5DD2868,canadian citizenship,citizenship other than canadian,population 15+ by generation status 1st generation,population 15+ by generation status 2nd generation,population 15+ by generation status 3rd generation and over,first nations north american indian single identity,métis single identity,inuit single response identity,labour force 15+ by occupation not applicable,labour f...ness finance and administration occupations 2B82C03E,labour f...nd applied sciences and related occupations BF041023,labour force 15+ by occupation health occupations,labour f...pations in art culture recreation and sport E6577C9B,labour force 15+ by occupation sales and service occupations,population aged 15+ by place of work status worked at home,populati... place of work status worked outside canada B2E16A0B,populati...e of work status no fixed workplace address 90CEDF61,populati... place of work status worked at usual place C99B477F,employed...nsportation car truck or van as a passenger 0212B8C0,employed...5+ by mode of transportation public transit B18141EA,employed labour force 15+ by mode of transportation walked,employed labour force 15+ by mode of transportation bicycle,employed...15+ by mode of transportation other methods FC108373
2001,1996,46013,Winnipeg North - St. Paul ,4265,5285,5960,3740,2425,5505,4445,4380,5835,6840,7090,6485,4545,3335,2890,2540,1540,1360,3955,5195,2280,3.1,6925,9210,5165,54715,1080,40,74575,30,5065,960,78665,910,130,925,975,62630,40,8760,2105,1710,1060,395,77420,3205,17870,17535,29715,1335,2595,25,365,9790,2150,3340,885,10410,1855,115,3235,37255,17665,1030,1225,365,170
2001,1996,46014,Winnipeg - Transcona ,5140,5775,5555,3230,2135,5360,5785,5735,6840,6755,5805,5100,3585,2945,2615,2345,1430,1070,3650,3980,1870,3.0,7995,10235,5470,63135,1950,235,72465,15,6410,520,77005,1805,95,505,1855,69300,130,9935,2090,1675,1010,410,77055,2355,10215,15490,37240,2030,4710,10,530,9710,2030,2265,625,10330,1430,100,3130,36180,15745,1300,2130,850,450
2001,1996,47001,Battlefords - Lloydminster ,5220,5645,6360,4085,2440,4910,4315,4115,5290,5730,5095,4065,3050,2750,2395,2090,1665,1480,2475,3035,2475,3.1,6950,8750,3835,63030,1065,95,69480,10,2815,120,71385,930,10,105,935,67060,65,9940,4890,4770,3455,125,71915,515,2080,11740,41330,9240,3640,15,455,4465,595,1775,510,8005,9190,35,4375,22525,11970,1225,45,810,180
2001,1996,47002,Blackstrap ,3855,4765,5250,3155,2265,5525,4290,4105,5485,6040,5665,4615,3555,3135,2895,2495,1885,1735,2730,3485,2185,3.0,8500,10665,4150,62725,1245,100,68300,50,4160,195,71300,1190,45,170,1215,67055,290,10990,3730,3385,2320,345,71320,1390,5540,13840,39380,1540,1430,45,440,6280,2355,2610,1180,9460,4840,35,3005,30140,14010,880,385,780,590
2001,1996,47003,Churchill River ,6485,7080,7265,3950,2080,4080,4045,4185,4485,4185,3595,3145,2465,2090,1385,1000,660,485,1605,2025,2390,3.5,3720,5140,2830,39430,980,20,61085,10,1870,1015,62080,870,50,990,895,42165,75,8460,3595,3560,2910,30,63795,195,1000,5405,36635,29745,10490,0,1520,2375,730,1005,295,5285,3655,25,2015,14860,6170,645,30,1300,110
2001,1996,47004,Cypress Hills - Grasslands ,3305,3905,4785,3235,1885,3205,2775,3005,4375,5195,4905,4025,3340,2920,3050,2740,2010,1790,2195,3030,1935,2.9,7475,9185,3000,52805,1965,140,58365,20,3755,315,60310,1820,35,295,1835,56895,230,6200,2965,2875,2025,90,61870,585,2305,12960,35180,615,745,10,180,3790,505,1730,420,6160,13575,25,2515,18235,8665,420,15,1055,240
2001,1996,47005,Palliser ,3370,3755,4460,2970,2030,4620,3900,3955,4945,5420,5125,4300,3230,2845,2790,2710,2100,1915,2445,3050,1600,2.9,9725,9770,3775,58815,1065,115,60610,55,4870,70,64435,990,110,65,1045,61585,165,9745,3450,3120,1920,330,64055,1550,4835,12635,36480,955,1545,0,525,5345,1730,2630,1200,9085,3365,80,2200,27740,11875,715,300,1235,535
2001,1996,47006,Prince Albert ,4790,5540,5980,3600,2165,4420,4165,4460,5255,5535,5170,4575,3550,3040,2795,2495,1835,1795,2560,3305,2150,3.0,7480,9300,4030,62340,2225,90,67355,35,4340,75,69740,1990,10,60,1995,67035,280,11265,4740,4555,3690,185,71095,705,2435,11835,41200,7550,7460,20,540,4880,1045,2265,605,9735,5390,60,2310,26190,12010,725,50,1075,220
2001,1996,47007,Regina - Qu'Appelle ,4700,5145,5415,3275,2040,4600,4190,4315,5170,4985,4835,4155,3245,2870,2585,2095,1490,1240,2300,2915,1685,3.0,7265,9080,4065,60425,530,80,65855,15,1935,125,67360,440,25,110,450,64490,40,10015,3665,3495,2850,165,66980,955,3205,10955,38495,9770,2670,40,760,5930,1290,1790,490,8760,4525,45,2900,24540,11665,705,350,795,200
2001,1996,47008,Regina - Lumsden - Lake Centre ,3815,4575,5580,3670,2230,4480,3815,3900,5460,6060,5650,4400,3000,2365,1850,1555,1050,940,2815,3855,1940,3.0,4905,8170,4040,59990,670,95,62560,10,2750,80,64685,595,50,65,620,62880,50,8100,3005,2710,1890,295,64525,870,3195,10160,38205,2090,1790,10,495,8050,1885,2285,660,9385,4625,55,2620,29180,14260,630,350,470,180
2001,1996,47009,Saskatoon - Humboldt ,4395,4970,5330,3200,2505,6620,5120,4670,5795,5800,5175,4290,3195,2815,2550,2080,1500,1535,2645,3595,2390,3.0,8370,10030,4140,61160,2610,175,66595,65,6200,145,70315,2470,65,140,2505,66025,295,11955,5000,4290,3190,715,70775,2225,5040,13245,40045,1885,2240,20,420,5570,2100,2785,1130,9680,6265,95,2810,29870,13260,835,315,1310,705
2001,1996,47010,Saskatoon - Rosetown - Biggar ,5230,5505,5780,3510,2155,5000,4925,4745,5400,6015,5235,4220,2945,2460,2000,1635,1230,1095,2345,3050,1910,3.0,6905,8705,4335,59645,930,115,66660,25,3015,475,68765,865,80,470,905,63565,35,12970,4035,3795,2875,240,69090,1085,4310,10180,39145,7275,3705,50,970,4745,1215,1870,630,9560,4290,130,3120,25445,12555,790,415,700,360
2001,1996,47011,Souris - Moose Mountain ,3825,4465,5025,3210,1910,3630,3375,3525,4580,5155,4800,4005,3265,2875,2990,2600,2045,2040,2475,2910,2190,3.0,7690,9405,3430,59910,1450,125,62260,15,2625,60,63565,1315,20,60,1325,63395,75,7400,3700,3625,2800,75,64175,780,2315,11995,37290,2855,1120,0,270,4085,720,1875,380,7120,9865,25,3650,21165,10775,860,40,990,195
2001,1996,47012,Saskatoon - Wanuskewin ,4635,5370,5930,3775,2490,5700,4785,4805,5830,6290,5835,4680,3360,2755,2245,2050,1585,1380,2885,3910,2580,3.1,8180,9345,4055,61890,1595,55,70535,10,4355,110,73470,1380,45,110,1405,68635,95,11560,4535,4155,3130,375,73980,1025,4445,11405,43200,3430,2955,20,580,6535,1895,2605,1000,9730,5195,110,3465,30100,14850,855,320,850,480
2001,1996,47013,Wascana ,4030,4715,5115,3155,2275,5985,4755,4805,5680,5985,5425,4630,3250,2755,2415,2135,1555,1260,2635,3605,1925,3.0,9430,9470,4345,61785,1090,85,66510,40,4905,310,70290,1060,105,305,1115,65870,160,12115,3900,3390,2290,515,70105,1655,6285,12105,39460,2905,1965,0,715,8620,2940,2565,1225,9415,2930,110,2570,32095,14925,655,435,1040,415
2001,1996,47014,Yorkton - Melville ,3280,3920,4695,3240,1785,3145,2860,3220,4360,4795,4885,4385,3800,3620,3485,3160,2460,2415,2375,2895,1875,2.9,8610,10245,3370,54000,350,90,64460,15,1410,55,65550,295,40,55,310,61010,0,6485,3525,3420,2540,105,65435,505,2140,15335,36540,3890,1935,0,360,4040,515,2015,485,6875,8785,30,2790,19920,9710,650,70,1015,110
2001,1996,48001,Athabasca ,7135,7880,8245,4955,2855,6430,6850,7130,7865,8310,7190,5745,3985,2570,1515,1155,765,600,3475,4625,2635,3.2,5590,9475,5700,76845,2155,160,86690,10,5395,435,90045,1955,140,390,2025,80815,195,17095,8125,7705,4980,425,90755,1780,5995,10225,52840,14335,7320,120,635,6790,2820,1620,550,11055,4820,40,5695,37995,15190,2525,2345,1435,130
2001,1996,48002,Calgary Centre ,4245,3650,3740,2285,2395,12755,17430,13785,11325,10710,9250,7170,4700,3550,3650,3445,2545,2420,3270,2770,1015,2.5,30875,22900,6340,94550,2495,395,102350,100,14830,1765,114230,2475,625,1715,2785,100735,345,33550,11205,8090,2935,3110,109255,9790,26155,23915,57360,1420,1315,25,515,15630,10850,3865,4115,18000,5390,300,8620,63460,22425,1555,4765,7970,2130
2001,1996,48003,Calgary East ,7010,7245,7000,4045,2920,7915,8270,8855,9795,9395,7335,6075,4580,3520,2235,1495,830,545,3910,4520,2475,3.0,6680,11280,7015,74115,1620,255,93625,100,5045,2635,97145,1525,225,2505,1640,77240,190,20055,4990,3870,1485,1120,94830,6575,23165,14420,42425,2525,2510,20,620,10565,3500,1650,730,15440,2065,165,8275,45115,23730,2070,3080,720,490
2001,1996,48004,Calgary Northeast ,10905,10575,10115,6005,4190,11460,12945,13035,13090,12270,10170,8110,5130,3605,2225,1570,875,535,6465,8365,3740,3.1,6715,12865,8910,93465,1990,230,127045,45,6890,5490,131870,1925,385,5300,2120,98020,110,27225,6625,4595,1765,2030,127095,12390,38925,18760,49965,1825,1985,35,745,16870,6450,2845,1320,21450,3260,315,10475,65085,32735,2285,4460,640,420
2001,1996,48005,Calgary - Nose Hill ,8910,9845,11080,6605,4340,9800,9020,10540,12820,14075,12610,9475,5770,4470,3555,2465,1470,850,7085,10400,3930,3.1,7245,15135,9385,103285,1645,350,127130,40,10940,3310,135915,1525,700,3285,1875,109705,185,23080,7515,5335,2130,2180,131890,9530,34140,25125,52175,750,940,10,695,16935,10955,4290,2325,18200,5460,475,7805,64115,30965,1380,4390,785,680
2001,1996,48006,Calgary Southeast ,7835,9335,10160,5915,3535,7170,6960,8920,11570,12615,10610,8255,5730,3905,2395,1575,845,595,5595,9020,3630,3.1,5780,12905,7875,103940,1780,170,111440,95,8530,685,118235,1800,135,575,1865,108735,255,17420,5520,4255,1575,1265,115290,5455,18230,20475,54710,785,875,0,405,15410,7330,3220,1530,16785,5515,440,7075,55515,28635,1350,3230,735,320
2001,1996,48007,Calgary Southwest ,6325,7320,8385,5345,3350,7930,7730,8010,9475,10815,9820,8315,5830,4395,3480,2425,1480,1235,5005,7340,2980,3.0,8730,14805,7470,93970,1895,200,103930,55,9655,815,111490,1840,340,780,2010,99330,225,18705,5780,4530,1635,1255,108570,5880,22080,20985,49290,855,830,45,570,14390,7080,3360,1985,15895,5325,305,6455,52930,24955,1300,3915,780,455
2001,1996,48008,Calgary West ,7540,8110,8380,4980,3400,9605,10040,10255,11305,12410,10935,8630,5815,4605,4130,3310,2245,1910,5320,7105,2835,2.9,13120,18665,8315,105360,2185,230,116280,100,12595,1130,126260,2200,540,1105,2470,111605,315,24540,7270,5315,2120,1955,122430,7680,24180,25650,56225,990,1200,45,595,15500,8850,4665,2490,16825,5700,450,7570,59140,27275,1685,3935,1190,1010
2001,1996,48009,Crowfoot ,5915,7065,7980,4940,2885,5625,5035,5850,7825,8080,7355,6155,5140,4325,3875,3195,2425,1970,3485,4685,3375,3.0,9370,13710,4950,88670,865,170,94380,50,2825,155,96445,800,15,150,810,93060,90,12265,7000,6725,4835,275,96150,1260,4640,19760,52050,515,1190,20,200,7090,1355,2650,805,11105,13745,105,6345,32210,16790,1440,70,1825,335
2001,1996,48010,Edmonton Centre-East ,6785,7155,6985,4310,3350,9785,9355,8955,9630,9745,8155,6680,5070,4270,3500,2590,1585,1185,3720,4295,2105,2.9,15380,14680,7075,80260,2080,210,102485,50,6460,2935,106770,1930,385,2850,2120,87675,195,23835,6365,5270,2960,1095,106080,5855,23705,19855,47390,4125,5205,140,915,10345,3355,2475,1270,17500,2375,120,7495,46750,21835,1985,3565,1605,440
2001,1996,48011,Edmonton North ,7375,8200,8440,5095,3300,7990,7810,8405,9720,9825,8325,6810,5030,4540,3150,2205,1185,1080,5050,6735,3315,3.1,6830,11790,7350,74240,2090,250,101810,55,6400,2470,106060,1955,305,2415,2110,80090,235,18110,4120,3480,2000,645,105780,4960,26260,20745,39715,2255,2565,25,715,11905,3505,3010,860,16920,2180,235,6445,48355,25025,1585,1800,475,205
2001,1996,48012,Edmonton Southeast ,7175,7945,8265,5185,3330,7710,7340,7760,8805,9340,8230,6455,3875,2730,1950,1275,695,555,4395,6280,3525,3.2,5380,9270,6275,70330,1950,205,91375,65,6845,1810,96145,1840,350,1760,2010,74405,245,15695,4285,3365,1790,925,94085,6005,24355,15515,36760,1115,1545,25,650,10765,4300,2960,1055,15075,2425,150,5630,46600,23195,1625,1865,480,330
2001,1996,48013,Edmonton Southwest ,6705,7790,8750,5190,3590,8635,7360,7485,9115,10630,9990,8170,5535,4640,3640,2745,1585,1280,5160,7330,3285,3.1,8900,14310,7155,87650,1845,165,103895,35,9810,1670,111580,1775,470,1590,2010,93605,200,19280,5950,4850,2595,1100,109475,5945,24930,22190,45010,1070,1290,45,630,12415,5530,5095,1720,14695,4640,260,5245,52985,26180,1430,1940,565,300
2001,1996,48014,Edmonton - Strathcona ,4965,4950,5280,3285,2935,11405,10515,8565,8615,8220,7540,6295,4715,4380,4445,3825,2570,2205,4110,3970,1755,2.8,18005,17385,6835,82135,3380,260,94135,135,12305,875,103030,3250,320,845,3410,89305,795,22295,8065,6055,3380,2005,100250,7190,21190,23770,47415,1215,1460,10,875,10530,6035,4500,2915,13265,3505,230,5280,50365,21280,1435,2760,2355,1395
2001,1996,48015,Edmonton West ,5615,5365,5505,3370,3230,11485,10765,9190,9450,9410,8545,6875,4965,4050,3855,3500,2460,2025,3795,3545,1600,2.8,22585,17420,6585,84535,2965,260,101075,70,9020,1565,107065,2850,320,1500,3010,91855,325,26645,8200,6910,4000,1295,105670,6065,22780,20675,51745,3670,3685,75,890,12230,4450,3470,2130,17190,2840,215,6780,51965,23095,1695,2975,2180,770
2001,1996,48016,Elk Island ,6795,8540,9680,5750,3425,6250,5610,7390,9780,10550,9330,8490,6335,4330,2405,1690,1100,890,5115,7775,3660,3.1,5275,12605,6730,98540,2375,125,102740,95,7595,100,108175,2185,85,85,2225,104960,250,13885,8350,7925,5920,425,108605,1925,9020,20005,56545,875,1720,60,375,11380,4070,3530,1260,14205,6755,205,6660,48385,27300,1305,425,755,370
2001,1996,48017,Lakeland ,7490,8805,9310,5505,3065,6185,6215,7205,9115,8965,7385,6140,5075,4275,3375,2830,2125,1890,3905,5270,3555,3.1,9000,13195,5795,87515,5575,370,96810,165,9855,185,101350,5400,75,180,5440,94245,990,16025,8525,8250,5095,275,105620,1380,5215,17815,58330,6820,7195,40,485,7160,2210,2680,700,12800,10810,90,7075,36965,19980,1880,65,1525,270
2001,1996,48018,Lethbridge ,6780,7490,7945,5050,3590,8450,6550,6225,7375,8045,7445,6465,4890,4055,3700,3035,2185,1945,3780,4680,3380,3.1,9265,13725,5815,88235,960,90,98220,95,4660,560,102035,895,55,555,925,94800,195,18125,8210,7450,5455,755,100850,2685,11490,23510,46255,2220,1155,10,420,8490,1910,3200,1080,13910,6565,220,5775,40300,21065,1275,315,1180,420
2001,1996,48019,Macleod ,6535,8075,9185,5395,3020,5210,4760,5755,7980,9445,8675,7285,5535,4365,3090,2230,1445,1215,3845,5325,3500,3.1,6455,12515,5340,87855,975,145,96625,10,4765,365,100295,915,190,355,1010,92135,55,14750,7675,7105,5120,565,98640,3120,9445,17810,50595,10250,970,10,810,7895,2845,2680,1355,10730,10195,260,6260,34855,19485,1190,230,1100,260
2001,1996,48020,Medicine Hat ,7165,7470,8190,4950,3390,7455,6850,6970,8160,8720,7790,6065,4640,3865,3340,2840,1985,1450,3945,5465,3090,3.0,8750,13725,5990,88345,855,200,99795,10,3295,695,102240,830,45,680,850,94730,80,16795,8030,7465,4500,565,101005,2790,8675,19585,52705,665,1400,15,395,7410,1880,2585,815,12620,8630,110,7220,38425,21600,1910,275,975,380
2001,1996,48021,Peace River ,9725,10420,10395,6375,4010,8875,9195,8820,10100,9990,8590,6595,4855,4060,2590,1965,1155,980,4545,5860,4485,3.2,8130,13675,7045,97510,5195,260,110795,225,8890,900,114870,4965,85,890,5005,103395,945,20095,10180,9730,6520,450,118975,1840,6435,16795,67005,8090,6310,55,445,9455,2705,2455,800,14485,11035,135,9665,43895,25570,2330,145,1530,275
2001,1996,48022,Red Deer ,8230,9120,9615,5855,4050,9565,9020,8885,10575,11355,9660,7550,5405,4445,3155,2480,1650,1300,4575,6455,3380,3.0,10025,16210,7735,112810,1545,190,117355,35,6035,240,121970,1435,70,195,1470,117130,150,25655,12405,11670,8625,735,120730,2940,8915,19970,67755,2605,3095,65,530,10785,3305,3660,1205,17580,7240,215,10425,50660,28345,2450,450,1460,465
2001,1996,48023,St. Albert ,7325,9185,10575,6525,4035,6925,6025,7605,10205,11345,10040,8895,6185,4305,2355,1710,995,775,5250,8085,4155,3.2,5240,12685,7160,104945,3525,310,106925,55,10165,105,113855,3195,105,95,3245,110880,455,15400,9120,8735,6665,385,114970,2270,10015,19690,60450,2575,2820,60,415,12805,3855,3645,1300,15355,5580,280,7725,51860,28945,1625,425,775,235
2001,1996,48024,Wetaskiwin ,7015,9000,10115,5970,3285,6020,5745,6895,8995,9785,8540,7180,5620,4450,3330,2615,1740,1485,4320,5855,3850,3.1,7870,13635,6105,98285,1890,185,105065,50,5025,115,108360,1710,60,110,1740,104140,220,14810,9025,8535,7005,485,107670,2570,7910,19315,56760,6315,2130,0,455,8665,2290,2970,895,12640,10305,260,7130,39205,22120,1400,80,985,240
2001,1996,48025,Wild Rose ,8530,10315,11210,6610,4295,8840,8190,9625,11950,12745,11225,8745,6160,4515,3080,2165,1460,1230,5255,7860,4305,3.1,7715,15995,7770,116940,2690,250,123500,80,9820,340,130650,2510,260,315,2640,122510,430,22420,14180,13030,9060,1155,129035,4705,13200,22045,68250,3130,1660,50,500,12290,4395,2955,1620,19055,12115,400,9025,54765,28565,1660,225,3630,610
2001,1996,48026,Yellowhead ,6385,7640,8135,4910,2770,5640,5895,6635,8345,8780,7525,6000,4625,3695,2360,1660,955,735,3755,4955,2955,3.1,6800,12060,5570,85185,2125,145,89415,75,5250,125,92700,1975,70,130,2010,90080,180,14825,7800,7640,5735,165,93285,1585,6320,15505,50820,3995,3690,80,275,6835,2200,1745,765,11805,7405,55,7745,35150,19725,2015,195,1875,345
2001,1996,59001,Burnaby - Douglas ,5475,5825,6315,4275,3320,9555,9405,10005,10485,10150,9450,8355,5730,5010,4135,3570,2355,1960,5985,6480,2285,2.9,14280,14915,7760,56265,980,145,105135,50,7300,6330,110545,1085,960,6235,1560,63880,165,21295,11530,7190,5985,4335,98980,19840,54395,22915,23825,1095,570,0,1450,13660,6015,2610,2210,15090,3880,540,5565,48105,22005,1265,3210,1040,440
2001,1996,59002,Cariboo - Chilcotin ,4575,5360,6420,4175,2275,4355,4165,4860,6210,7000,6910,6345,4905,3930,2560,1605,925,645,2770,3520,1855,2.9,7495,11415,4770,69720,1015,105,76035,30,3540,370,78595,895,130,355,960,73705,75,11640,5045,4715,4210,335,77400,2575,8570,13710,41195,10375,1980,55,1100,4865,1980,1560,495,9630,4305,115,4240,27850,14430,1235,75,1115,190
2001,1996,59003,Delta - South Richmond ,6785,8585,9415,6165,3870,7860,6070,7145,9510,11180,11090,10555,7660,5405,3420,2885,1860,1360,5890,8975,3710,3.1,7585,12390,7410,88265,1700,240,111725,60,9345,3150,119105,1635,445,3100,1860,94415,220,13630,6415,5310,4590,1105,114575,9700,35575,24445,39410,1305,660,0,990,14180,4770,3135,1905,17245,5075,590,5670,53520,27150,1445,1425,560,450
2001,1996,59004,Dewdney - Alouette ,7455,9335,9965,5760,3450,6475,6100,8590,11350,11680,9645,8105,5725,4635,3530,2735,1710,1235,4810,7030,3295,3.1,9025,13590,7395,102855,1730,145,110600,10,7910,905,116765,1580,245,835,1705,108430,125,15835,8260,7610,6755,645,113930,5485,19190,23305,50030,3480,1680,15,1175,10120,2625,3150,1535,15615,5065,230,7760,45420,24840,1605,1075,845,395
2001,1996,59005,Esquimalt - Juan de Fuca ,6310,7465,7545,4470,2885,5935,6170,8100,10185,10465,9385,8065,5840,4375,3530,3060,1915,1310,4440,5630,1940,2.8,10875,15960,7305,97630,2110,235,101550,60,7890,630,107355,1985,195,595,2080,101860,295,18780,6765,6095,4200,675,106630,3495,15790,22695,50290,2495,1205,0,1050,11705,3785,3700,1790,16950,4835,160,7020,45545,20740,1455,1910,1455,1275
2001,1996,59006,Fraser Valley ,8095,9585,9960,6140,3690,7430,7160,8510,10365,10420,9080,8030,6170,5245,5190,4300,2840,2280,4595,6115,3860,3.0,12080,17305,6980,107465,1665,200,120095,35,7030,710,125600,1475,125,675,1535,116485,125,20575,7795,7315,5855,480,122880,4995,19515,29025,51685,3830,1340,25,1475,10070,2195,3175,1215,16940,6335,295,7310,45635,24785,1970,275,1100,540
2001,1996,59007,"Kamloops, Thompson and Highland Valleys ",5035,6370,7255,4675,3025,6460,5605,6185,7595,8780,8320,7810,5855,4690,3500,2605,1485,1035,3780,4790,2070,2.9,9765,14825,6370,88905,1370,140,93970,20,5660,355,98305,1220,130,345,1285,93575,95,16845,6375,5900,4605,475,97195,2805,10355,20435,50445,4790,1890,35,1430,7860,2330,2870,1215,14475,4220,95,5655,37975,19410,1560,425,1115,430
2001,1996,59008,Kelowna ,6030,7235,8185,5180,3230,7215,6610,7405,9275,10060,9460,8695,6825,6235,5745,4935,3280,2745,4380,5735,2570,2.8,12980,19960,7060,103775,2335,230,113405,60,8925,305,120120,2180,140,255,2245,113180,265,21370,8925,8265,5850,665,118315,4375,17055,27795,56320,1455,1365,40,1215,10980,2915,3825,1505,17040,6180,225,6025,45455,22660,1375,480,1105,895
2001,1996,59009,Kootenay - Columbia ,4380,5280,6155,4045,2410,4490,4305,4865,6365,7385,7265,6590,4970,4155,3120,2325,1475,1145,3160,3965,1770,2.9,9070,13055,4990,75060,1460,100,79255,55,4290,65,82175,1365,80,45,1405,79470,135,12350,5960,5735,3615,225,81545,2125,8465,17070,42280,1800,2130,25,765,5675,1710,1960,890,11600,3835,105,4795,31455,15000,1850,230,1575,555
2001,1996,59010,Langley - Abbotsford ,8920,10545,10785,6560,4060,8400,7680,9310,10880,11280,10105,8975,7130,5480,4295,3720,2330,1665,5375,8145,4855,3.1,8060,14700,7135,102735,1445,145,124700,55,6845,4225,130020,1395,255,4155,1520,110725,180,19740,8770,7365,6360,1405,125935,9885,29615,26910,48865,1525,1190,30,1000,11880,2900,3185,1510,17380,7790,295,8755,51360,29020,2085,440,795,320
2001,1996,59011,Nanaimo - Alberni ,4975,6720,7605,4855,2970,5250,4665,5760,7495,8930,9145,8685,7365,6630,5955,4870,2905,1910,3815,4915,2215,2.8,12090,19780,6225,99395,1730,125,105190,20,6695,255,110230,1565,125,240,1625,105170,120,16580,7775,7255,5755,525,108200,3955,18550,24360,49950,5360,1735,10,1365,7735,2680,3070,1245,14230,5145,200,6555,36185,18420,1295,310,1135,500
2001,1996,59012,Nanaimo - Cowichan ,5900,7320,8475,5120,3065,5820,5355,6650,8655,9940,9520,8920,6840,5810,5085,4240,2685,1980,3895,4820,2210,2.8,13595,18325,6860,104005,1395,145,108405,20,6405,375,113515,1285,90,320,1330,108340,105,17985,7955,7485,6305,475,111880,3325,16210,24510,52715,6870,1860,35,1930,7880,2515,2850,1755,14815,5585,155,6595,37785,19240,1580,225,1565,430
2001,1996,59013,New Westminster - Coquitlam - Burnaby ,6855,6990,6610,4115,3225,8855,9275,10925,11560,11025,9910,8575,6005,4760,3775,3055,2250,1935,5385,5870,2485,2.9,16710,16050,7610,76870,1895,240,109550,145,8335,3955,115505,1885,775,3835,2275,82485,240,22195,12940,9825,8670,3115,107400,14595,40470,22860,38110,1595,1220,20,1780,13725,4565,3330,2120,16205,3505,505,6845,51440,23770,1415,3660,1345,450
2001,1996,59014,Okanagan - Shuswap ,4835,6465,7650,4925,2835,5080,4345,5380,7555,8875,8325,7765,6775,6005,5110,4060,2590,1955,3580,4435,2415,2.8,11155,17235,5995,92600,1445,240,99355,10,5370,285,103410,1150,190,265,1245,99455,30,16745,7630,7200,5475,435,102295,2730,11955,24780,49305,2955,1905,45,1245,7430,1975,2820,1065,12700,5615,140,6030,33825,17830,1145,105,1155,395
2001,1996,59015,North Vancouver ,6685,7830,8115,5085,3645,7700,7175,9090,11175,12435,11075,9715,7365,5405,4015,3265,2170,1680,5535,8100,2700,3.0,13315,16475,7845,93175,1480,290,113300,90,12225,1590,123130,1520,1005,1550,2025,100010,180,18125,7625,4870,3860,2755,113255,13945,39455,25905,39150,1855,500,0,1100,15060,6125,3950,3965,17440,6945,535,6915,54890,25235,1310,2840,1495,800
2001,1996,59016,Okanagan - Coquihalla ,4815,6415,7180,4525,2445,4350,4155,5240,7215,8615,7960,7375,6330,6160,6100,4785,3100,2280,3370,4220,2100,2.8,12230,18175,5625,90145,1805,215,98220,65,5790,410,102175,1710,200,405,1810,96845,205,16685,8035,7475,6140,560,101050,3435,14935,23270,47835,5470,1510,45,1345,7010,1800,2695,910,13050,5165,205,5120,33075,16290,1040,180,1395,575
2001,1996,59017,Port Moody - Coquitlam - Port Coquitlam ,8860,10610,11500,7160,4515,9040,8265,11030,13860,14890,13475,10755,7250,5100,2995,2335,1375,1125,7220,10830,3980,3.1,8940,14520,9460,100185,1560,230,133505,30,9535,3625,141025,1495,640,3540,1820,107335,225,19670,10940,8615,7665,2325,131485,15210,44825,25240,45595,1290,1000,20,1505,17060,5645,4225,2170,19315,5535,550,7945,62135,32070,1735,1995,605,290
2001,1996,59018,Prince George - Bulkley Valley ,5895,6750,7380,4685,2925,6110,6005,6315,7420,7840,7400,6400,4595,3410,1920,1175,675,475,3380,4530,2470,3.1,7450,11115,5660,77875,1410,215,84690,15,4590,325,87865,1250,205,320,1355,82115,75,14485,4885,4570,3610,310,87415,2220,9335,15700,44475,7445,3275,20,1245,7210,2560,1980,715,11390,3540,55,4555,35045,18175,1665,230,1015,305
