event_number	ed_code	ballot_sequence_number	candidate_first_name	candidate_middle_name	candidate_last_name	candidate_gender_code	candidate_occupation_english	candidate_occupation_french	elected_indicator	incumbent_indicator	candidate_vote	candidate_vote_percentage	candidate_residence	candidate_province_english	candidate_province_french	candidate_party_english_name	candidate_party_french_name
3600	ED59-032	06	Bob		O'Neill	M	Retired	Retraité	N	N	131	0.25	Victoria	British Columbia	Colombie-Britannique	No Affiliation	Aucune appartenance
3600	ED59-032	07	Joan	Elizabeth	Russow	F	Teacher	Enseignant	N	N	2806	5.38	Victoria	British Columbia	Colombie-Britannique	Green Party	Parti Vert
3600	ED59-032	08	Arla		Taylor	F	Retired Teacher	Enseignante retraitée	N	N	15393	29.51	Victoria	British Columbia	Colombie-Britannique	Reform	Réforme
3600	ED59-033	01	Beverly	Bev	Collins	F	Program Coordinator	Coordonnatrice de programme	N	N	377	0.93	Nelson	British Columbia	Colombie-Britannique	Canadian Action	Action canadienne
3600	ED59-033	02	Kirk		Duff	M	Lead Refinery Operator	Opérateur principal de raffinerie	N	N	8869	21.89	Castlegar	British Columbia	Colombie-Britannique	N.D.P.	N.P.D.
3600	ED59-033	03	Jim		Gouk	M	Member of Parliament	Député	Y	Y	18954	46.78	Castlegar	British Columbia	Colombie-Britannique	Reform	Réforme
3600	ED59-033	04	John	A.	Greaves	M	First Aid Attendant	Secouriste	N	N	7078	17.47	Grand Forks	British Columbia	Colombie-Britannique	Liberal	Libéral
3600	ED59-033	05	Andy		Shadrack	M	Political Science Instructor	Chargé de cours en sciences politiques	N	N	2455	6.06	Kaslo	British Columbia	Colombie-Britannique	Green Party	Parti Vert
3600	ED59-033	06	Blair	F.	Suffredine	M	Lawyer-Businessman	Avocat-Homme d'affaires	N	N	2255	5.57	Nelson	British Columbia	Colombie-Britannique	Progressive Conservative	Progressiste-Conservateur
3600	ED59-033	07	Ruth	Anne	Taves	F	Teacher	Enseignante	N	N	187	0.46	Nelson	British Columbia	Colombie-Britannique	Natural Law Party	Parti de la loi naturelle
3600	ED59-033	08	Brian	J.	Zacharias	M	Contractor	Entrepreneur	N	N	340	0.84	Nelson	British Columbia	Colombie-Britannique	C.H.P. of Canada	P.H.C. du Canada
3600	ED59-034	01	Clark		Banks	M	Power Engineer	Ingénieur spécialisé en force motrice	N	N	5988	11.94	Powell River	British Columbia	Colombie-Britannique	N.D.P.	N.P.D.
3600	ED59-034	02	Lisa		Barrett	F	Flight Attendant	Agente de bord	N	N	2318	4.62	Bowen Island	British Columbia	Colombie-Britannique	Green Party	Parti Vert
3600	ED59-034	03	Phil		Boname	M	Businessperson	Personne d'affaires	N	N	17318	34.52	West Vancouver	British Columbia	Colombie-Britannique	Liberal	Libéral
3600	ED59-034	04	David		Grayson	M	Businessman	Homme d'affaires	N	N	254	0.51	Vancouver	British Columbia	Colombie-Britannique	Natural Law Party	Parti de la loi naturelle
3600	ED59-034	05	John		Reynolds	M	Businessman	Homme d'affaires	Y	N	20092	40.05	Lions Bay	British Columbia	Colombie-Britannique	Reform	Réforme
3600	ED59-034	06	Dave		Thomas	M	Lawyer	Avocat	N	N	4194	8.36	West Vancouver	British Columbia	Colombie-Britannique	Progressive Conservative	Progressiste-Conservateur
3600	ED60-001	01	Shirley		Adamson	F	Broadcaster	Professionnelle en radiodiffusion	N	N	3036	21.95	Whitehorse	Yukon Territory	Territoire du Yukon	Liberal	Libéral
3600	ED60-001	02	Don		Branigan	M	Medical Doctor	Médecin	N	N	1234	8.92	Whitehorse	Yukon Territory	Territoire du Yukon	Independent	Indépendant
3600	ED60-001	03	Geoffrey		Capp	M	Customer Service Representative	Représentant du service à la clientèle	N	N	136	0.98	Whitehorse	Yukon Territory	Territoire du Yukon	C.H.P. of Canada	P.H.C. du Canada
3600	ED60-001	04	Ken		Gabb	M	Retired	Retraité	N	N	3493	25.26	Whitehorse	Yukon Territory	Territoire du Yukon	Reform	Réforme
3600	ED60-001	05	Louise	Frances	Hardy	F	Social Worker	Travailleuse sociale	Y	N	4002	28.94	Whitehorse	Yukon Territory	Territoire du Yukon	N.D.P.	N.P.D.
3600	ED60-001	06	Ken		McKinnon	M	Business Consultant	Consultant en affaires	N	N	1928	13.94	Whitehorse	Yukon Territory	Territoire du Yukon	Progressive Conservative	Progressiste-Conservateur
3600	ED61-001	01	Okalik		Eegeesiak	F	Administrator	Administrateur	N	N	1737	24.14	Iqaluit	Northwest Territories	Territoires du Nord-Ouest	Progressive Conservative	Progressiste-Conservateur
3600	ED61-001	02	Nancy		Karetak-Lindell	F	Controller	Contrôleuse	Y	N	3302	45.89	Arviat	Northwest Territories	Territoires du Nord-Ouest	Liberal	Libéral
3600	ED61-001	03	Hunter		Tootoo	M	GNWT, Corporate Control Office	Gouvernement des T.N.-O., Bureau de contrôle	N	N	1710	23.76	Rankin Inlet	Northwest Territories	Territoires du Nord-Ouest	N.D.P.	N.P.D.
3600	ED61-001	04	John		Turner	M	Construction Plumber	Plombier en construction	N	N	447	6.21	Whale Cove	Northwest Territories	Territoires du Nord-Ouest	Reform	Réforme
3600	ED61-002	01	Ethel		Blondin-Andrew	F	Politician	Politicienne	Y	Y	5564	41.64	Yellowknife	Northwest Territories	Territoires du Nord-Ouest	Liberal	Libéral
3600	ED61-002	02	Bob		Dowdall	M	Owner of Employment Service	Propriétaire d'un service d'emploi	N	N	1687	12.62	Yellowknife	Northwest Territories	Territoires du Nord-Ouest	Progressive Conservative	Progressiste-Conservateur
3600	ED61-002	03	Wally		Firth	M	Unemployed	Sans emploi	N	N	1567	11.73	Fort McPherson	Northwest Territories	Territoires du Nord-Ouest	Independent	Indépendant
3600	ED61-002	04	Mary	Beth	Levan	F	Business Owner	Propriétaire de commerce	N	N	2579	19.3	Yellowknife	Northwest Territories	Territoires du Nord-Ouest	N.D.P.	N.P.D.
3600	ED61-002	05	Mike		Watt	M	Contractor	Entrepreneur	N	N	1966	14.71	Wrigley	Northwest Territories	Territoires du Nord-Ouest	Reform	Réforme
3700	ED10-001	1	Randy	Wayne	Dawe	M	Businessman	Homme d'affaires	N	N	1051	2.59	Clarke's Beach	Newfoundland	Terre-Neuve	Canadian Alliance	Alliance Canadienne
3700	ED10-001	2	Fraser		March	M	Self-employed	Travailleur indépendant	N	N	6473	15.93	Blaketown	Newfoundland	Terre-Neuve	N.D.P.	N.P.D.
3700	ED10-001	3	Jim		Morgan	M	Businessman	Homme d'affaires	N	N	11009	27.1	Cupids	Newfoundland	Terre-Neuve	Progressive Conservative	Progressiste-Conservateur
3700	ED10-001	4	Brian		Tobin	M	Politician	Politicien	Y	N	22096	54.38	St. John's	Newfoundland	Terre-Neuve	Liberal	Libéral
3700	ED10-002	1	Peter		Fenwick	M	Journalist	Journaliste	N	N	1511	4.92	Cape St. George	Newfoundland	Terre-Neuve	Canadian Alliance	Alliance Canadienne
3700	ED10-002	2	Bill		Matthews	M	Parliamentarian	Parlementaire	Y	Y	14603	47.52	Mount Pearl	Newfoundland	Terre-Neuve	Liberal	Libéral
3700	ED10-002	3	Fred		Pottle	M	Businessman	Homme d'affaires	N	N	5798	18.87	Kippens	Newfoundland	Terre-Neuve	Progressive Conservative	Progressiste-Conservateur
3700	ED10-002	4	David		Sullivan	M	Teacher	Enseignant	N	N	924	3.01	Torbay	Newfoundland	Terre-Neuve	N.D.P.	N.P.D.
3700	ED10-002	5	Sam		Synard	M	Educator	Éducateur	N	N	7891	25.68	Marystown	Newfoundland	Terre-Neuve	No Affiliation	Aucune appartenance
3700	ED10-003	1	George		Baker	M	Parliamentarian	Parlementaire	Y	Y	15874	55.02	Gander	Newfoundland	Terre-Neuve	Liberal	Libéral
3700	ED10-003	2	Bill		Broderick	M	Fish Harvester	Pêcheur	N	N	2876	9.97	St. Brendan's	Newfoundland	Terre-Neuve	N.D.P.	N.P.D.
3700	ED10-003	3	Orville		Penney	M	Business Manager	Directeur des opérations	N	N	1912	6.63	Grand Falls-Windsor	Newfoundland	Terre-Neuve	Canadian Alliance	Alliance Canadienne
3700	ED10-003	4	Roger	K.	Pike	M	Public Relations Manager	Gestionnaire des relations publiques	N	N	8191	28.39	Grand Falls-Windsor	Newfoundland	Terre-Neuve	Progressive Conservative	Progressiste-Conservateur
3700	ED10-004	1	Gerry		Byrne	M	Parliamentarian	Parlementaire	Y	Y	15405	48.53	Corner Brook	Newfoundland	Terre-Neuve	Liberal	Libéral
3700	ED10-004	2	Murdock		Cole	M	Retired Educator	Éducateur retraité	N	N	1702	5.36	Flower's Cove	Newfoundland	Terre-Neuve	Canadian Alliance	Alliance Canadienne
3700	ED10-004	3	Peter		McBreairty	M	Guidance Counsellor	Conseiller d'orientation	N	N	6340	19.97	Pasadena	Newfoundland	Terre-Neuve	Progressive Conservative	Progressiste-Conservateur
3700	ED10-004	4	Trevor		Taylor	M	Fisherman	Pêcheur	N	N	8297	26.14	St. Anthony	Newfoundland	Terre-Neuve	N.D.P.	N.P.D.
3700	ED10-005	1	Hayward		Broomfield	M	Unemployed	Sans emploi	N	N	1254	12.09	Happy Valley-Goose Bay	Newfoundland	Terre-Neuve	Progressive Conservative	Progressiste-Conservateur
3700	ED10-005	2	Eugene		Burt	M	Administrator	Administrateur	N	N	677	6.53	Labrador City	Newfoundland	Terre-Neuve	Canadian Alliance	Alliance Canadienne
3700	ED10-005	3	Lawrence		O'Brien	M	Parliamentarian	Parlementaire	Y	Y	7153	68.99	Happy Valley-Goose Bay	Newfoundland	Terre-Neuve	Liberal	Libéral
3700	ED10-005	4	Amanda		Will	F	Political Assistant	Adjointe politique	N	N	1284	12.38	Portugal Cove South	Newfoundland	Terre-Neuve	N.D.P.	N.P.D.
3700	ED10-006	1	Carol		Cantwell	F	Former School Principal	Ancienne directrice d'école	N	N	5395	12.16	St. John's	Newfoundland	Terre-Neuve	N.D.P.	N.P.D.
3700	ED10-006	2	Judy		Day	F	Retired Registered Nurse	Infirmière diplômée retraitée	N	N	254	0.57	St. John's	Newfoundland	Terre-Neuve	Independent	Indépendant
3700	ED10-006	3	Norman	E.	Doyle	M	Parliamentarian	Parlementaire	Y	Y	23606	53.22	St. John's	Newfoundland	Terre-Neuve	Progressive Conservative	Progressiste-Conservateur
3700	ED10-006	4	Garry		Hartle	M	Consultant	Consultant	N	N	1144	2.58	Portugal Cove South	Newfoundland	Terre-Neuve	Canadian Alliance	Alliance Canadienne
3700	ED10-006	5	Peter		Miller	M	Municipal Councillor	Conseiller municipal	N	N	13835	31.19	St. John's	Newfoundland	Terre-Neuve	Liberal	Libéral
3700	ED10-006	6	Michael		Rayment	M	Computer System Manager	Gestionnaire des systèmes informatiques	N	N	122	0.28	St. John's	Newfoundland	Terre-Neuve	Natural Law Party	Parti de la loi naturelle
3700	ED10-007	1	Dave		Curtis	M	Self-employed	Travailleur indépendant	N	N	4744	11.08	St. John's	Newfoundland	Terre-Neuve	N.D.P.	N.P.D.
3700	ED10-007	2	Eldon		Drost	M	Greenhouse Manager	Directeur de serre	N	N	840	1.96	Deer Lake	Newfoundland	Terre-Neuve	Canadian Alliance	Alliance Canadienne
3700	ED10-007	3	Chuck		Furey	M	Parliamentarian	Parlementaire	N	N	14137	33.01	St. John's	Newfoundland	Terre-Neuve	Liberal	Libéral
3700	ED10-007	4	Loyola		Hearn	M	Parliamentarian	Parlementaire	Y	Y	22959	53.62	Renews-Cappahayden	Newfoundland	Terre-Neuve	Progressive Conservative	Progressiste-Conservateur
3700	ED10-007	5	Michael		Rendell	M	Computer Programmer	Programmeur	N	N	141	0.33	St. John's	Newfoundland	Terre-Neuve	Natural Law Party	Parti de la loi naturelle
3700	ED11-001	1	Darrell		Hickox	M	Nursing	Soins infirmiers	N	N	500	2.81	Mermaid	Prince Edward Island	Île-du-Prince-Édouard	Canadian Alliance	Alliance Canadienne
3700	ED11-001	2	Deborah		Kelly Hawkes	F	Counsellor	Conseillère	N	N	465	2.62	Montague	Prince Edward Island	Île-du-Prince-Édouard	N.D.P.	N.P.D.
3700	ED11-001	3	Kevin		MacAdam	M	Researcher	Chargé d'études	N	N	8269	46.51	Mount Stewart	Prince Edward Island	Île-du-Prince-Édouard	Progressive Conservative	Progressiste-Conservateur
3700	ED11-001	4	Lawrence		MacAulay	M	Farmer	Agriculteur	Y	Y	8545	48.06	St. Peters Bay	Prince Edward Island	Île-du-Prince-Édouard	Liberal	Libéral
3700	ED11-002	1	John		Griffin	M	Manager	Gestionnaire	N	N	7116	38.6	Elmsdale	Prince Edward Island	Île-du-Prince-Édouard	Progressive Conservative	Progressiste-Conservateur
3700	ED11-002	2	Joe		McGuire	M	Parliamentarian	Parlementaire	Y	Y	9227	50.05	Tyne Valley	Prince Edward Island	Île-du-Prince-Édouard	Liberal	Libéral
3700	ED11-002	3	Jeff		Sullivan	M	Banker	Banquier	N	N	952	5.16	Summerside	Prince Edward Island	Île-du-Prince-Édouard	Canadian Alliance	Alliance Canadienne
3700	ED11-002	4	Nancy		Wallace	F	Retail Lending Administrator	Administratrice de crédit de détail	N	N	1139	6.18	O'Leary	Prince Edward Island	Île-du-Prince-Édouard	N.D.P.	N.P.D.
3700	ED11-003	1	Peter		Cameron	M	Business Consultant	Conseiller en affaires	N	N	92	0.46	Ottawa	Ontario	Ontario	Natural Law Party	Parti de la loi naturelle
3700	ED11-003	2	Dody		Crane	F	Lawyer	Avocate	N	N	4328	21.86	Charlottetown	Prince Edward Island	Île-du-Prince-Édouard	N.D.P.	N.P.D.
3700	ED11-003	3	Baird		Judson	M	Retired	Retraité	N	N	58	0.29	Charlottetown	Prince Edward Island	Île-du-Prince-Édouard	No Affiliation	Aucune appartenance
3700	ED11-003	4	Shawn		Murphy	M	Lawyer	Avocat	Y	N	8277	41.81	Charlottetown	Prince Edward Island	Île-du-Prince-Édouard	Liberal	Libéral
3700	ED11-003	5	Darren	W.	Peters	M	Financial Consultant	Conseiller financier	N	N	6039	30.5	Charlottetown	Prince Edward Island	Île-du-Prince-Édouard	Progressive Conservative	Progressiste-Conservateur
3700	ED11-003	6	Gerry		Stewart	M	Professional Engineer	Ingénieur	N	N	1005	5.08	Charlottetown	Prince Edward Island	Île-du-Prince-Édouard	Canadian Alliance	Alliance Canadienne
3700	ED11-004	1	Ken		Bingham	M	Retired Educator	Éducateur retraité	N	N	782	4.24	New Glasgow	Prince Edward Island	Île-du-Prince-Édouard	N.D.P.	N.P.D.
3700	ED11-004	2	Wayne		Easter	M	Parliamentarian	Parlementaire	Y	Y	8972	48.62	North Wiltshire	Prince Edward Island	Île-du-Prince-Édouard	Liberal	Libéral
3700	ED11-004	3	Jim		Gorman	M			N	N	7186	38.94	Bonshaw	Prince Edward Island	Île-du-Prince-Édouard	Progressive Conservative	Progressiste-Conservateur
3700	ED11-004	4	Jeremy		Stiles	M	Regulatory Affairs	Affaires réglementaires	N	N	250	1.35	Kensington	Prince Edward Island	Île-du-Prince-Édouard	Green Party	Parti Vert
3700	ED11-004	5	Chris		Wall	M	Fisherman	Pêcheur	N	N	1262	6.84	Summerside	Prince Edward Island	Île-du-Prince-Édouard	Canadian Alliance	Alliance Canadienne
3700	ED12-001	1	John	M.	Currie	M	Business Owner	Propriétaire d'entreprise	N	N	1483	3.91	Cape Breton	Nova Scotia	Nouvelle-Écosse	Canadian Alliance	Alliance Canadienne
3700	ED12-001	2	Rodger		Cuzner	M	Special Event Coordinator CBRM	Coordonnateur des événements spéciaux MRCB	Y	N	20815	54.85	Cape Breton	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3700	ED12-001	3	Michelle		Dockrill	F	Health Care Worker	Travailleuse de la santé	N	Y	7537	19.86	Cape Breton	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3700	ED12-001	4	Alfie		MacLeod	M	Ministerial Assistant	Adjoint ministériel	N	N	8114	21.38	Gabarus Lake	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3700	ED12-002	1	Dianne		Brushett	F	Businesswoman	Femme d'affaires	N	N	10271	26.61	Truro	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3700	ED12-002	2	Bill		Casey	M	Parliamentarian	Parlementaire	Y	Y	18716	48.49	Amherst	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3700	ED12-002	3	James	Arthur	Harpell	M	Restaurant Owner	Propriétaire de restaurant	N	N	4629	11.99	Brookfield	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3700	ED12-002	4	Bryden		Ryan	M	Farmer and Mechanic	Agriculteur-Mécanicien	N	N	4981	12.91	Great Village	Nova Scotia	Nouvelle-Écosse	Canadian Alliance	Alliance Canadienne
3700	ED12-003	1	Bernie		Boudreau	M	Lawyer	Avocat	N	N	12408	33.14	Halifax	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3700	ED12-003	2	Wendy		Lill	F	Writer	Écrivaine	Y	Y	13585	36.28	Halifax	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3700	ED12-003	3	Tom		McInnis	M	Lawyer	Avocat	N	N	8085	21.59	Halifax	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3700	ED12-003	4	Jordi		Morgan	M	Broadcaster	Radiodiffuseur	N	N	3282	8.76	Halifax	Nova Scotia	Nouvelle-Écosse	Canadian Alliance	Alliance Canadienne
3700	ED12-003	5	Charles		Spurr	M	Home Care Worker	Fournisseur de soins infirmiers à domicile	N	N	86	0.23	Halifax	Nova Scotia	Nouvelle-Écosse	Marxist-Leninist	Marxiste-Léniniste
3700	ED12-004	1	Amery		Boyer	F	Business Owner/Manager	Propriétaire-gérante d'entreprise	N	N	2348	5.72	Halifax	Nova Scotia	Nouvelle-Écosse	Canadian Alliance	Alliance Canadienne
3700	ED12-004	2	Kevin	Dumont	Corkill	M	Technical Service Representative	Représentant des services techniques	N	N	113	0.28	Halifax	Nova Scotia	Nouvelle-Écosse	Marxist-Leninist	Marxiste-Léniniste
3700	ED12-004	3	Paul		Fitzgibbons	M	Printer	Imprimeur	N	N	7255	17.68	Halifax	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3700	ED12-004	4	Kevin		Little	M	Clergy	Membre du clergé	N	N	13539	32.99	Halifax	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3700	ED12-004	5	Alexa		McDonough	F	Party Leader	Chef de parti	Y	Y	16563	40.36	Halifax	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3700	ED12-004	6	Michael	G.	Oddy	M	Teacher	Enseignant	N	N	590	1.44	Halifax	Nova Scotia	Nouvelle-Écosse	Green Party	Parti Vert
3700	ED12-004	7	Mike		Patriquen	M	Caregiver	Soignant	N	N	627	1.53	Halifax	Nova Scotia	Nouvelle-Écosse	Marijuana Party	Parti Marijuana
3700	ED12-005	1	Charles		Cirtwill	M	Policy Analyst	Analyste de politiques	N	N	9701	20.76	Halifax	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3700	ED12-005	2	Gordon		Earle	M	Parliamentarian	Parlementaire	N	Y	14016	29.99	Halifax	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3700	ED12-005	3	Geoff		Regan	M	Lawyer	Avocat	Y	N	18327	39.21	Halifax	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3700	ED12-005	4	Tony		Seed	M	Editor-Publisher	Rédacteur en chef-Éditeur	N	N	160	0.34	Halifax	Nova Scotia	Nouvelle-Écosse	Marxist-Leninist	Marxiste-Léniniste
3700	ED12-005	5	Hilda		Stevens	F	Health Care Administrator	Administratrice en soins de santé	N	N	4531	9.7	Halifax	Nova Scotia	Nouvelle-Écosse	Canadian Alliance	Alliance Canadienne
3700	ED12-006	1	Scott		Brison	M	Business Person	Personne d'affaires	Y	N	17612	40.29	Cheverie	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3700	ED12-006	2	Gerry		Fulton	M	Businessman	Homme d'affaires	N	N	4618	10.56	Berwick	Nova Scotia	Nouvelle-Écosse	Canadian Alliance	Alliance Canadienne
3700	ED12-006	3	Richard		Hennigar	M	Businessman (Agriculture)	Homme d'affaires (Agriculture)	N	N	133	0.3	Canning	Nova Scotia	Nouvelle-Écosse	Natural Law Party	Parti de la loi naturelle
3700	ED12-006	4	Kaye		Johnson	F	Anti-Racism and Human Rights Educator	Spécialiste (lutte contre le racisme et droits de la personne)	N	N	7244	16.57	Kentville	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3700	ED12-006	5	Jim		King	M	Webmaster	Webmestre	N	N	669	1.53	Waterville	Nova Scotia	Nouvelle-Écosse	Marijuana Party	Parti Marijuana
3700	ED12-006	6	Graham	Jake	MacDonald	M	Retired	Retraité	N	N	85	0.19	Wolfville	Nova Scotia	Nouvelle-Écosse	Communist	Communiste
3700	ED12-006	7	Kenneth		MacEachern	M	Recreation Director	Directeur des loisirs	N	N	140	0.32	Cambridge	Nova Scotia	Nouvelle-Écosse	Independent	Indépendant
3700	ED12-006	8	Claude		O'Hara	M	Businessman	Homme d'affaires	N	N	13213	30.23	Windsor	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3700	ED12-007	1	Darryl		Gallivan	M	Philosopher	Théoriste	N	N	552	1.38	Antigonish	Nova Scotia	Nouvelle-Écosse	Independent	Indépendant
3700	ED12-007	2	Harvey		Henderson	M	Teacher	Enseignant	N	N	2930	7.35	Pictou	Nova Scotia	Nouvelle-Écosse	Canadian Alliance	Alliance Canadienne
3700	ED12-007	3	Peter	G.	MacKay	M	Lawyer	Avocat	Y	Y	19298	48.41	New Glasgow	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3700	ED12-007	4	Raymond		Mason	M	Teacher	Enseignant	N	N	12585	31.57	Antigonish	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3700	ED12-007	5	Wendy		Panagopoulos	F	Addiction Services Community Educator	Animatrice socio-éducative en services de toxicomanie	N	N	4498	11.28	Guysborough	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3700	ED12-008	1	Wade		Marshall	M	Self-employed	Travailleur indépendant	N	N	7589	19.21	Halifax	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3700	ED12-008	2	Melanie		Patriquen	F	Account Manager	Chargée de comptes	N	N	658	1.67	Halifax	Nova Scotia	Nouvelle-Écosse	Marijuana Party	Parti Marijuana
3700	ED12-008	3	Bruce		Stephen	M	Self-employed	Travailleur indépendant	N	N	12864	32.56	Halifax	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3700	ED12-008	4	Bill		Stevens	M	Real Estate Sales	Vente de biens immobiliers	N	N	4773	12.08	Halifax	Nova Scotia	Nouvelle-Écosse	Canadian Alliance	Alliance Canadienne
3700	ED12-008	5	Peter		Stoffer	M	Parliamentarian	Parlementaire	Y	Y	13619	34.48	Windsor Junction	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3700	ED12-009	1	Gerald		Keddy	M	Parliamentarian	Parlementaire	Y	Y	14328	39.69	New Ross	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3700	ED12-009	2	Evan		Walters	M	Manager	Gestionnaire	N	N	4697	13.01	Barrington	Nova Scotia	Nouvelle-Écosse	Canadian Alliance	Alliance Canadienne
3700	ED12-009	3	Derek		Wells	M	Lawyer	Avocat	N	N	12677	35.12	Chester	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3700	ED12-009	4	Bill		Zimmerman	M	University Instructor	Instructeur d'université	N	N	4394	12.17	Wolfville	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3700	ED12-010	1	Anna		Curtis-Steele	F	Inspector Specialist	Inspectrice spécialiste	N	N	3779	9.71	Cape Breton	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3700	ED12-010	2	Mark		Eyking	M	Farmer	Agriculteur	Y	N	19388	49.83	Millville	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3700	ED12-010	3	Rod	A. M.	Farrell	M	Purchasing Agent	Agent d'approvisionnement	N	N	1528	3.93	Benacadie	Nova Scotia	Nouvelle-Écosse	Canadian Alliance	Alliance Canadienne
3700	ED12-010	4	Peter		Mancini	M	Lawyer	Avocat	N	Y	14216	36.53	Cape Breton	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3700	ED12-011	1	Mike		Donaldson	M	Family Therapist	Spécialiste de la thérapie familiale	N	N	6581	18.58	Yarmouth	Nova Scotia	Nouvelle-Écosse	Canadian Alliance	Alliance Canadienne
3700	ED12-011	2	Mark		Muise	M	Parliamentarian	Parlementaire	N	Y	12080	34.11	Yarmouth	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3700	ED12-011	3	Phil		Roberts	M	Self-employed	Travailleur indépendant	N	N	3976	11.23	Annapolis Royal	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3700	ED12-011	4	Robert		Thibault	M	Municipal Administrator	Administrateur municipal	Y	N	12783	36.09	Clare	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3700	ED13-001	1	Jean		Gauvin	M	Director General	Directeur général	N	N	2314	4.58	Savoy Landing	New Brunswick	Nouveau-Brunswick	Canadian Alliance	Alliance Canadienne
3700	ED13-001	2	Yvon		Godin	M	Parliamentarian	Parlementaire	Y	Y	23568	46.61	Bathurst	New Brunswick	Nouveau-Brunswick	N.D.P.	N.P.D.
3700	ED13-001	3	Alcide		Leger	M	Businessman	Homme d'affaires	N	N	4321	8.55	Tracadie-Sheila	New Brunswick	Nouveau-Brunswick	Progressive Conservative	Progressiste-Conservateur
3700	ED13-001	4	Bernard		Thériault	M	Parliamentarian	Parlementaire	N	N	20362	40.27	Caraquet	New Brunswick	Nouveau-Brunswick	Liberal	Libéral
3700	ED13-002	1	Dominic		LeBlanc	M	Lawyer	Avocat	Y	N	21465	47.1	Dundas	New Brunswick	Nouveau-Brunswick	Liberal	Libéral
3700	ED13-002	2	Inka		Milewski	F	Marine Biologist	Biologiste de la vie marine	N	N	3217	7.06	Miramichi	New Brunswick	Nouveau-Brunswick	N.D.P.	N.P.D.
3700	ED13-002	3	Tom		Taylor	M	Businessman	Homme d'affaires	N	N	6256	13.73	Salisbury	New Brunswick	Nouveau-Brunswick	Canadian Alliance	Alliance Canadienne
3700	ED13-002	4	Angela		Vautour	F	Parliamentarian	Parlementaire	N	Y	14631	32.11	Bouctouche	New Brunswick	Nouveau-Brunswick	Progressive Conservative	Progressiste-Conservateur
3700	ED13-003	1	John		Erbs	M	Retired	Retraité	N	N	6562	21.4	Chance Harbour	New Brunswick	Nouveau-Brunswick	Canadian Alliance	Alliance Canadienne
3700	ED13-003	2	Winston		Gamblin	M	Businessman	Homme d'affaires	N	N	8442	27.53	Harvey Station	New Brunswick	Nouveau-Brunswick	Liberal	Libéral
3700	ED13-003	3	Habib		Kilisli	M	Self-employed Chef-Cook 	Chef-cuisinier indépendant	N	N	1173	3.83	Saint Andrews	New Brunswick	Nouveau-Brunswick	N.D.P.	N.P.D.
3700	ED13-003	4	Greg		Thompson	M	Parliamentarian	Parlementaire	Y	Y	14489	47.25	Bayside	New Brunswick	Nouveau-Brunswick	Progressive Conservative	Progressiste-Conservateur
3700	ED13-004	1	Michael		Dunn	M	Technical Resources Coordinator	Coordonnateur des ressources techniques	N	N	2584	7.04	Fredericton	New Brunswick	Nouveau-Brunswick	N.D.P.	N.P.D.
3700	ED13-004	2	Allan	D.	Neill	M	Professional Engineer 	Ingénieur	N	N	8814	24	Fredericton	New Brunswick	Nouveau-Brunswick	Canadian Alliance	Alliance Canadienne
